Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted
01:08.4,0.002393396,0.898083,0.01589037,0.000480239,0.001107129,0.002371452,0.000190962
01:08.5,0.00214544,0.9037136,0.01640183,0.000448624,0.00112276,0.002237778,0.000196672
01:08.6,0.001968341,0.906279,0.01705266,0.00041248,0.001142917,0.002202063,0.000202674
01:08.6,0.001775727,0.9119934,0.01799357,0.000372581,0.001198402,0.002056908,0.000207119
01:08.6,0.001660621,0.9129466,0.01999803,0.000332979,0.001245465,0.002098698,0.000212808
01:08.7,0.001621608,0.9114044,0.02343064,0.000299561,0.001251506,0.002358316,0.000218442
01:08.7,0.001616944,0.90904,0.02623757,0.000267957,0.001247866,0.002585779,0.000227491
01:08.8,0.001524176,0.9114287,0.02748169,0.000244073,0.001277116,0.002508451,0.0002305
01:08.8,0.001468475,0.9103296,0.02979224,0.00022497,0.001298023,0.002675455,0.000237113
01:08.9,0.00129039,0.9172678,0.02726845,0.000218621,0.001675811,0.00235826,0.000229907
01:09.0,0.001164921,0.9190074,0.02472721,0.000215532,0.001892041,0.002102392,0.000231756
01:09.0,0.001106096,0.9182294,0.023154,0.000211711,0.001882812,0.001934723,0.000242028
01:09.0,0.001203136,0.910419,0.02251956,0.00020467,0.001808627,0.00192281,0.000250671
01:09.1,0.001285117,0.9044625,0.02187794,0.000194796,0.001823513,0.001902875,0.000247282
01:09.1,0.001470045,0.8937218,0.02077378,0.000189679,0.001880773,0.001882168,0.000236132
01:09.2,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
01:09.3,0.0012337,0.9104854,0.02967777,0.000181494,0.001514144,0.002328487,0.000235558
01:09.3,0.00113477,0.9140648,0.03357467,0.000167595,0.001422739,0.002366367,0.000274507
01:09.4,0.001089609,0.9115179,0.03676212,0.000152799,0.001329495,0.002483828,0.000332376
01:09.4,0.001856829,0.882175,0.03968206,0.000134576,0.001214067,0.003485627,0.000390463
01:09.4,0.003518172,0.8634069,0.03928265,0.000117982,0.001160719,0.003632373,0.000412906
01:09.5,0.003062195,0.8779611,0.03869763,0.00013968,0.001207208,0.003486093,0.000386991
01:09.6,0.002669562,0.8874876,0.0378032,0.000161619,0.001172332,0.003639514,0.000386716
01:09.6,0.002366817,0.8874022,0.03685559,0.00015454,0.00116045,0.003920394,0.000416089
01:09.7,0.002123841,0.8794047,0.03394065,0.000136447,0.001441182,0.003943617,0.000461149
01:09.7,0.001886377,0.8709059,0.03286957,0.00012105,0.001471082,0.004294259,0.000569933
01:09.8,0.00167581,0.8665041,0.03158073,0.000108436,0.00149267,0.004412913,0.00070902
01:09.8,0.001501401,0.8610698,0.02987601,0.000098841,0.001513838,0.004392705,0.000829224
01:09.9,0.001400335,0.8479468,0.02870387,0.000090512,0.001561169,0.004590984,0.000927462
01:09.9,0.001295341,0.8468565,0.02633912,0.000082463,0.001727344,0.004288025,0.000999834
01:10.0,0.001257524,0.8384162,0.02538988,0.000075593,0.001753542,0.004290936,0.001088373
01:10.0,0.001173997,0.8402629,0.02297629,0.000069963,0.002182898,0.003942106,0.001096164
01:10.1,0.001113983,0.8364346,0.02231314,0.000065487,0.002188135,0.004003252,0.001196742
01:10.1,0.001098863,0.8309469,0.02220169,0.000061856,0.002140701,0.00414895,0.001293062
01:10.1,0.001101525,0.8290114,0.02151139,0.000059718,0.00217134,0.004134589,0.001334551
01:10.2,0.001068493,0.8317478,0.02103726,0.000059191,0.002139505,0.004083995,0.0013805
01:10.3,0.00106322,0.8302401,0.02134481,0.000059876,0.002031624,0.00427345,0.001447795
01:10.3,0.001183197,0.8326307,0.02129089,0.000068315,0.001908071,0.00431357,0.001395225
01:10.4,0.001378219,0.826768,0.02219676,0.000077013,0.001793835,0.004730969,0.001344494
01:10.4,0.001451718,0.8340298,0.02202564,0.000098885,0.00176261,0.004530712,0.001233933
01:10.4,0.001501525,0.8375869,0.0226584,0.000124928,0.001683981,0.004638203,0.001146864
01:10.5,0.001470585,0.847692,0.02221284,0.000171084,0.001655242,0.00438212,0.001042322
01:10.5,0.001443778,0.8560566,0.02229374,0.000222885,0.001551102,0.00433304,0.000957644
01:10.6,0.00134653,0.8667789,0.02212914,0.000344841,0.001433182,0.004164397,0.000879142
01:10.7,0.001323707,0.8704024,0.02189519,0.000434823,0.001325922,0.004334863,0.000808608
01:10.7,0.001256621,0.8768082,0.02126283,0.00064224,0.001202259,0.004264932,0.000747031
01:10.7,0.001234508,0.8816576,0.020818,0.00077033,0.001084622,0.004318141,0.000697093
01:10.8,0.001186557,0.8886473,0.02055551,0.000905901,0.000969799,0.004232742,0.000649459
01:10.8,0.001157087,0.8941662,0.01993764,0.001029755,0.000879693,0.004161599,0.000599975
01:10.9,0.001093904,0.9038244,0.01846267,0.001162556,0.000835285,0.003758138,0.00053751
01:11.0,0.001098022,0.909281,0.01727501,0.001201807,0.000798759,0.003476535,0.000484953
01:11.0,0.00114254,0.9133072,0.01619398,0.001216567,0.000763675,0.003205642,0.000440323
01:11.1,0.001170572,0.9163403,0.01611839,0.00110523,0.000714645,0.002999114,0.000408259
01:11.1,0.001252044,0.9185521,0.01608559,0.001050755,0.000663272,0.002807545,0.000380477
01:11.1,0.001401551,0.9186639,0.016094,0.001043771,0.000617392,0.002678317,0.000353261
01:11.2,0.001543156,0.9174767,0.01591558,0.001091127,0.000581108,0.002556389,0.000327819
01:11.2,0.001755106,0.9135967,0.01548615,0.001177131,0.000550369,0.002486719,0.000304536
01:11.3,0.002021387,0.908173,0.0149661,0.001298825,0.000522199,0.002385794,0.000285749
01:11.4,0.00262703,0.8954233,0.01412023,0.001467879,0.000505613,0.002301934,0.000267339
01:11.4,0.003228461,0.881232,0.01303821,0.001841596,0.000492107,0.002197586,0.000248954
01:11.5,0.005150927,0.8426496,0.01177029,0.002681386,0.000492649,0.002152263,0.000224901
01:11.5,0.008304588,0.7925354,0.01058159,0.003934417,0.000492621,0.002116646,0.000202267
01:11.5,0.02506916,0.7196335,0.009398361,0.005100061,0.000493032,0.002197451,0.000178915
01:11.6,0.05066319,0.6470229,0.008432465,0.005567908,0.00051476,0.002329264,0.000158409
01:11.6,0.08862522,0.5796131,0.007622421,0.005565476,0.000553888,0.002482121,0.000140223
01:11.7,0.1236845,0.517815,0.007008265,0.005537677,0.00060132,0.002597741,0.000125711
01:11.8,0.178848,0.461866,0.006413972,0.005215469,0.000698557,0.002629427,0.000111285
01:11.8,0.2255204,0.4125002,0.006220292,0.004821816,0.000772222,0.00265986,0.000101702
01:11.9,0.2817903,0.3668784,0.006082773,0.004452633,0.000860616,0.002629939,0.000093549
01:11.9,0.3349485,0.3293399,0.005854711,0.004115358,0.000966076,0.002544153,0.000084276
01:11.9,0.3871432,0.2931843,0.006351054,0.003742754,0.001060516,0.002453911,0.00007905
01:12.0,0.4462465,0.2608159,0.006680795,0.003395837,0.001188067,0.002305558,0.000073552
01:12.1,0.4986879,0.231519,0.007297325,0.00310019,0.001309864,0.002187236,0.00006851
01:12.1,0.5486553,0.20919,0.007755305,0.002796158,0.001419637,0.002040229,0.000062662
01:12.2,0.5927029,0.1877649,0.008905285,0.002545923,0.001528398,0.00189907,0.000059068
01:12.2,0.6339939,0.168693,0.01029893,0.002315637,0.001614743,0.001773558,0.000056295
01:12.2,0.6699629,0.1528555,0.011506,0.002114635,0.001686454,0.001676257,0.000052141
01:12.3,0.7033182,0.1374274,0.01310384,0.001954403,0.001834803,0.001572927,0.000049374
01:12.3,0.7347684,0.1233288,0.01413416,0.001884966,0.001946205,0.001449295,0.000045426
01:12.4,0.763195,0.1097557,0.01618612,0.001814133,0.002129937,0.001345305,0.000043543
01:12.5,0.7874669,0.09802316,0.01885725,0.001743559,0.002396472,0.001252765,0.000043006
01:12.5,0.797995,0.09404108,0.01899801,0.001595258,0.002743301,0.001192015,0.000038666
01:12.6,0.8121156,0.08668766,0.02079096,0.001462269,0.003141111,0.001212078,0.000035903
01:12.6,0.829079,0.07898223,0.02036516,0.001497017,0.003522279,0.001158499,0.00003317
01:12.6,0.8424984,0.0725847,0.01952752,0.001648941,0.004069825,0.001074032,0.000030797
01:12.7,0.8537946,0.06727874,0.01876124,0.001835435,0.004860415,0.000988206,0.000028923
01:12.7,0.8619336,0.06275675,0.01842862,0.002066803,0.005495121,0.000906247,0.000027628
01:12.8,0.8694047,0.05811885,0.01832291,0.002328043,0.005999354,0.000836908,0.000026813
01:12.9,0.8771544,0.05361496,0.01803428,0.002564786,0.006484347,0.00077989,0.000025514
01:12.9,0.8818401,0.05097168,0.01711706,0.002743555,0.006649659,0.0007426,0.000024047
01:13.0,0.8818377,0.04953698,0.01690179,0.002857235,0.006741509,0.000712304,0.000023616
01:13.0,0.8663432,0.05199474,0.01738402,0.002915437,0.006772611,0.000705829,0.000023799
01:13.0,0.8443028,0.05752388,0.01808941,0.002877582,0.006779465,0.000707561,0.000024078
01:13.1,0.8195677,0.0645481,0.01879534,0.002819869,0.006767538,0.000703441,0.000024606
01:13.2,0.7915989,0.07087383,0.02028855,0.002698819,0.006675965,0.000749721,0.000024928
01:13.2,0.763862,0.07842193,0.02165338,0.002546938,0.006585262,0.000788139,0.000025727
01:13.3,0.740634,0.08616092,0.02259589,0.002379752,0.006542332,0.000827392,0.000026271
01:13.3,0.7157162,0.09436404,0.02306831,0.00223146,0.006531662,0.000863146,0.000026327
01:13.3,0.6928056,0.1015465,0.02355448,0.00209353,0.006490153,0.000895312,0.000026343
01:13.4,0.6658907,0.1157724,0.023648,0.001938169,0.00624756,0.000894667,0.000025475
01:13.5,0.6441337,0.1250214,0.02404159,0.001790434,0.006067039,0.000928425,0.000025809
01:13.5,0.6229457,0.1389254,0.02459767,0.001633516,0.005804174,0.000936072,0.000027223
01:13.6,0.5725453,0.1768397,0.02795395,0.001432095,0.005402985,0.001033692,0.000027708
01:13.6,0.5292909,0.2057844,0.03451789,0.001258696,0.005019255,0.001156255,0.000028535
01:13.7,0.4899001,0.2394295,0.04279656,0.001111106,0.00465032,0.001250146,0.000028742
01:13.7,0.4743312,0.2544952,0.04484059,0.00100376,0.004473144,0.001301014,0.000028484
01:13.7,0.4544658,0.2750068,0.04584356,0.00091583,0.004238449,0.001295841,0.000027875
01:13.8,0.4536126,0.2795987,0.0451965,0.000851324,0.0040818,0.001300951,0.000027597
01:13.9,0.4577168,0.2796599,0.04555228,0.000791035,0.003953078,0.001343729,0.000027657
01:13.9,0.4616428,0.2762311,0.04669136,0.000739506,0.003875236,0.001419192,0.000028166
01:14.0,0.4588386,0.2758389,0.04935083,0.00068891,0.003728275,0.001520411,0.000029337
01:14.0,0.4550497,0.2726696,0.05266446,0.000652506,0.003575014,0.001651833,0.000030905
01:14.0,0.4640259,0.2636266,0.05601785,0.000619712,0.003441792,0.001732302,0.000031924
01:14.1,0.4813887,0.2525423,0.05893774,0.000589366,0.003325577,0.001779771,0.000032708
01:14.1,0.5200751,0.2308369,0.06122073,0.00056306,0.003308029,0.001826726,0.000033818
01:14.2,0.5584881,0.2137764,0.06197381,0.000531664,0.003254353,0.001753127,0.000033711
01:14.2,0.5703759,0.2037315,0.06527483,0.000480699,0.003157582,0.001811751,0.000031677
01:14.3,0.5966388,0.1891242,0.06983759,0.000445473,0.003192142,0.001783703,0.000032369
01:14.4,0.6298807,0.1721293,0.07208013,0.000442188,0.003388867,0.001699595,0.000033924
01:14.4,0.6573644,0.1615568,0.07169098,0.0004509,0.003484929,0.001556386,0.000033328
01:14.4,0.6831443,0.1505284,0.06982631,0.000471658,0.003634437,0.001438255,0.000032452
01:14.5,0.7070276,0.1393403,0.06701653,0.000519667,0.003805983,0.001313245,0.000032018
01:14.6,0.7279975,0.1288459,0.06556643,0.000560707,0.003921592,0.001217648,0.000031953
01:14.6,0.7476429,0.1185761,0.06429762,0.000605083,0.004008709,0.001132816,0.00003176
01:14.6,0.7628024,0.1105943,0.06381428,0.000636776,0.004085283,0.001055762,0.000031957
01:14.7,0.7734972,0.1027534,0.06517374,0.000676508,0.004106201,0.001002239,0.000032716
01:14.8,0.7847044,0.09510376,0.06651345,0.000714668,0.004135589,0.000956749,0.000034066
01:14.8,0.7924835,0.0889019,0.06925507,0.000738923,0.00408985,0.0009269,0.000035442
01:14.8,0.7994329,0.08393272,0.07018387,0.000759233,0.004070239,0.000891203,0.00003613
01:14.9,0.8054343,0.07987274,0.0707452,0.000783905,0.004053885,0.000851694,0.000036247
01:15.0,0.8087906,0.07654399,0.07221286,0.000794454,0.004033259,0.000826698,0.000036129
01:15.0,0.810508,0.07450124,0.07275032,0.000793008,0.003976483,0.00080648,0.000036057
01:15.1,0.8133713,0.07190001,0.07297187,0.0008073,0.003974009,0.000780029,0.000035636
01:15.1,0.8166987,0.06946557,0.07371072,0.000809916,0.003923962,0.000759566,0.000036023
01:15.1,0.8200038,0.06804244,0.07366107,0.000809554,0.003902714,0.000735843,0.000035456
01:15.2,0.8196738,0.06777561,0.07324591,0.000808175,0.003901019,0.000717019,0.000034918
01:15.2,0.818936,0.06747114,0.07255837,0.000812846,0.003914699,0.000701019,0.000033751
01:15.3,0.8166004,0.06810963,0.0720592,0.000810459,0.003892131,0.000689168,0.000032927
01:15.4,0.8179445,0.06790072,0.07144052,0.000811679,0.003897802,0.000670592,0.000031868
01:15.4,0.8169801,0.06794281,0.07148656,0.00080903,0.003885285,0.000663921,0.000030981
01:15.5,0.8194072,0.0680938,0.07102494,0.000803459,0.003842463,0.000645718,0.000030474
01:15.5,0.8189059,0.06802594,0.07083997,0.000800227,0.003824748,0.000637011,0.000029671
01:15.6,0.8177037,0.06789552,0.07051712,0.000799295,0.003801706,0.000631575,0.000029226
01:15.6,0.8145193,0.06791329,0.07047764,0.00079077,0.003767501,0.00063843,0.000028749
01:15.7,0.8117025,0.06756479,0.06943163,0.000802747,0.003766341,0.000628474,0.000028184
01:15.7,0.8078533,0.06737771,0.06871567,0.000812323,0.003758688,0.000621377,0.000027726
01:15.8,0.8055773,0.06647388,0.0692272,0.000811171,0.003726373,0.000628736,0.000027682
01:15.8,0.8047438,0.06521151,0.06999872,0.000808478,0.003684854,0.000638938,0.000027898
01:15.8,0.8040757,0.06432585,0.06973697,0.000820388,0.003676014,0.000633497,0.000028124
01:15.9,0.802518,0.06382819,0.06897632,0.000825831,0.003657137,0.000637632,0.000028138
01:15.9,0.7998561,0.06297398,0.06878703,0.000835032,0.003632493,0.000645138,0.000028221
01:16.0,0.7979001,0.06252186,0.06848088,0.000831182,0.003594343,0.000657764,0.000028279
01:16.1,0.7959866,0.06233435,0.06780598,0.000823738,0.003580945,0.00066883,0.000028411
01:16.1,0.7955214,0.06148743,0.06767674,0.000823529,0.003566221,0.000671492,0.000028522
01:16.2,0.7932814,0.06142942,0.06678621,0.000819071,0.003543623,0.000675336,0.000028606
01:16.2,0.789715,0.06157136,0.06672206,0.000818356,0.003488805,0.000679876,0.000028791
01:16.2,0.7887542,0.06212416,0.06652986,0.000800514,0.00344057,0.000680268,0.000028618
01:16.3,0.7866169,0.0632349,0.06525904,0.000785397,0.003457996,0.000675137,0.00002839
01:16.4,0.7842685,0.06399012,0.06398722,0.000771401,0.003484873,0.000671661,0.000028016
01:16.4,0.7838064,0.06429915,0.06287723,0.000765494,0.003474424,0.000668085,0.000028172
01:16.5,0.7820063,0.06381625,0.06239471,0.000763679,0.003489407,0.000672277,0.000028298
01:16.5,0.7784048,0.063403,0.06215548,0.000768468,0.003494119,0.000679214,0.000027998
01:16.5,0.7762553,0.06338148,0.06199645,0.000766226,0.003498233,0.000676744,0.000027769
01:16.6,0.7747241,0.06417648,0.06119291,0.000758064,0.003493464,0.000670895,0.000027796
01:16.6,0.7737573,0.06426208,0.06047159,0.000760681,0.003500354,0.000665482,0.000027731
01:16.7,0.7743651,0.06503413,0.05973128,0.000747463,0.00348441,0.000662124,0.000027822
01:16.8,0.7756339,0.06358995,0.05994356,0.00074969,0.003496395,0.000669353,0.000028247
01:16.8,0.7773287,0.06239511,0.05967589,0.000747528,0.003533931,0.000667069,0.000028601
01:16.9,0.7716208,0.06467509,0.05887599,0.000727824,0.003580605,0.000662644,0.000027394
01:16.9,0.768472,0.06581741,0.05776332,0.000719397,0.00359696,0.000659285,0.000026687
01:16.9,0.7660992,0.06603192,0.05729112,0.000717379,0.003610266,0.000654071,0.000026332
01:17.0,0.7648613,0.065391,0.05684176,0.000722591,0.003645585,0.000656452,0.0000261
01:17.1,0.7633864,0.06523377,0.05613257,0.000726637,0.003665908,0.000654828,0.000025912
01:17.1,0.7609566,0.0637781,0.05629896,0.000743425,0.003754842,0.000661507,0.000025476
01:17.2,0.7604607,0.06336834,0.05541879,0.000752246,0.003826921,0.000649286,0.000025229
01:17.2,0.7636181,0.06009458,0.05552119,0.000787268,0.003911379,0.000654574,0.000026
01:17.3,0.7609451,0.06058574,0.05454147,0.000780475,0.003989041,0.000640467,0.000025374
01:17.3,0.7592552,0.05972796,0.05435426,0.000783032,0.004052992,0.000630493,0.000025565
01:17.3,0.7603693,0.05772472,0.05409371,0.000801933,0.004129283,0.00062721,0.00002631
01:17.4,0.762694,0.05629179,0.05360211,0.0008119,0.004205553,0.000618067,0.000026465
01:17.5,0.7667683,0.05411181,0.05362598,0.000830902,0.004278712,0.000613931,0.000027001
01:17.5,0.7750272,0.05073041,0.05561202,0.000849973,0.004312074,0.000627054,0.000028974
01:17.6,0.7850231,0.04756817,0.0568054,0.000866781,0.00435184,0.000636516,0.000030445
01:17.6,0.7924374,0.04468446,0.05879988,0.000880104,0.004337972,0.000661392,0.0000321
01:17.6,0.7998187,0.04291934,0.06086276,0.000875582,0.004306153,0.000661451,0.000033524
01:17.7,0.7452615,0.05824546,0.05746372,0.000804949,0.004450905,0.000629262,0.000030224
01:17.7,0.7374322,0.06641312,0.05321629,0.000796452,0.004511741,0.000575114,0.000027932
01:17.8,0.7410774,0.06786778,0.05060819,0.000818007,0.004667739,0.000537462,0.000026672
01:17.9,0.7514771,0.06564116,0.04874546,0.000864097,0.004879724,0.000524013,0.000025643
01:17.9,0.7634582,0.06251453,0.04752543,0.000933452,0.005028323,0.000516993,0.000025229
01:18.0,0.7749481,0.05901072,0.04739987,0.000989262,0.005179233,0.00051646,0.0000249
01:18.0,0.7863261,0.05550614,0.04787139,0.001024039,0.005281158,0.000524825,0.000024862
01:18.0,0.7980947,0.0513497,0.04930032,0.001078304,0.005379855,0.000536782,0.000026022
01:18.1,0.8074136,0.04840147,0.04966524,0.001112248,0.005461538,0.000551274,0.000026683
01:18.1,0.8184597,0.0452478,0.04941392,0.001142189,0.005536485,0.000574457,0.00002682
01:18.2,0.8314399,0.04187645,0.0502039,0.001164897,0.005583764,0.000585974,0.000028412
01:18.3,0.8431873,0.0386999,0.05064863,0.001195931,0.005689729,0.000588672,0.000030054
01:18.3,0.8530407,0.03582372,0.05117373,0.001234049,0.005743508,0.000592466,0.000031404
01:18.4,0.8590625,0.03415961,0.05136528,0.001241775,0.005771903,0.000597738,0.000031144
01:18.4,0.864242,0.03289139,0.05134605,0.001232729,0.005802653,0.000605647,0.000031475
01:18.5,0.8668576,0.03178385,0.05230204,0.001211655,0.005779884,0.000631916,0.000031691
01:18.5,0.8698141,0.03099702,0.05260302,0.00118778,0.005663424,0.000655214,0.000031495
01:18.5,0.8728907,0.03005353,0.05341205,0.001176433,0.005580244,0.000680615,0.000031738
01:18.6,0.8752324,0.02918627,0.05520184,0.001158421,0.005436214,0.000714044,0.000032149
01:18.7,0.8772913,0.02803921,0.05748404,0.001154438,0.005324428,0.000747714,0.000032878
01:18.7,0.8776487,0.02707795,0.06032797,0.001149351,0.005223913,0.000792742,0.000033247
01:18.7,0.8760758,0.02745798,0.06085336,0.001132579,0.005114821,0.000808833,0.000032802
01:18.8,0.8740868,0.02769886,0.06162713,0.001121044,0.005000176,0.000816519,0.000033167
01:18.8,0.8724139,0.02948494,0.06074993,0.001087074,0.004888891,0.000798272,0.000032808
01:18.9,0.8709131,0.02977309,0.06105149,0.001071656,0.004832418,0.000793499,0.000033584
01:19.0,0.8684381,0.02982401,0.06206917,0.001064026,0.004787937,0.000800443,0.000034235
01:19.0,0.8672514,0.03021791,0.06126915,0.001057814,0.004720435,0.000805867,0.000034246
01:19.1,0.8669118,0.02954499,0.06292806,0.001057736,0.004668755,0.000813873,0.000036143
01:19.1,0.8677326,0.03013704,0.06152756,0.001032967,0.004617454,0.000809956,0.000036271
01:19.1,0.8675792,0.02968904,0.06346658,0.001010966,0.004529293,0.000833388,0.000037812
01:19.2,0.8664263,0.03024347,0.06307101,0.000986168,0.004436983,0.000845071,0.00003793
01:19.3,0.8679476,0.02989802,0.06251515,0.000981635,0.004387773,0.000854391,0.000038914
01:19.3,0.8699516,0.03060588,0.06103193,0.000965035,0.004273335,0.000852833,0.000038887
01:19.4,0.8701097,0.02956759,0.06283475,0.000957404,0.004224224,0.000890685,0.000041378
01:19.4,0.8699222,0.02958401,0.06289309,0.000940067,0.004134331,0.000916453,0.000041759
01:19.4,0.8702643,0.03003014,0.0601259,0.000952696,0.004101859,0.000908268,0.000041782
01:19.5,0.8737857,0.02967471,0.05748595,0.000972949,0.004107927,0.00090092,0.000042298
01:19.6,0.8753186,0.02928,0.05576405,0.0010005,0.004077346,0.000902901,0.000043938
01:19.6,0.8761557,0.02973708,0.05327274,0.001000946,0.004074512,0.000908664,0.000043942
01:19.7,0.8777094,0.02996585,0.05131138,0.001006477,0.0040548,0.000899084,0.000044808
01:19.7,0.8586629,0.03481648,0.05095274,0.000951319,0.003913752,0.000897542,0.000043496
01:19.8,0.8376074,0.03481524,0.05619561,0.000905295,0.004030017,0.001017948,0.00004588
01:19.8,0.8140479,0.04332825,0.05685598,0.000851654,0.004027671,0.000978288,0.000044005
01:19.8,0.8014285,0.0474606,0.05894173,0.000828306,0.004073573,0.000972179,0.00004289
01:19.9,0.7991505,0.04954827,0.0572576,0.000837844,0.00429456,0.00095507,0.000041323
01:20.0,0.8011813,0.05068606,0.05618353,0.000869,0.004499957,0.000928635,0.000040321
01:20.0,0.8072613,0.05047673,0.05356932,0.000935725,0.004923054,0.000906706,0.000038778
01:20.0,0.8100612,0.04877634,0.05282809,0.001000293,0.005253796,0.000921989,0.000038392
01:20.1,0.8138765,0.04784572,0.05115608,0.001056359,0.00554798,0.000920232,0.000037381
01:20.2,0.8165764,0.04721539,0.04996155,0.001090905,0.005769738,0.000927457,0.000036978
01:20.2,0.8193195,0.04650108,0.04795181,0.00114518,0.006051662,0.000928121,0.000036247
01:20.2,0.82305,0.04528327,0.04781599,0.001170185,0.006180572,0.000940074,0.000037123
01:20.3,0.8292865,0.04366066,0.04578879,0.001258445,0.00648947,0.000933679,0.000037459
01:20.4,0.8325561,0.04184962,0.04491648,0.001316384,0.006722047,0.000968236,0.000038604
01:20.4,0.8351269,0.04073496,0.04339365,0.001360122,0.006905121,0.00098545,0.000038859
01:20.4,0.8354101,0.03928228,0.04365502,0.001379783,0.006928635,0.001037987,0.000040502
01:20.5,0.8329332,0.03949744,0.0424223,0.001337996,0.007018392,0.001099734,0.000040566
01:20.5,0.8325573,0.03903447,0.04137488,0.001311999,0.007148134,0.001154702,0.000041118
01:20.6,0.8292825,0.03899036,0.0394711,0.001285083,0.007353815,0.001207089,0.000041273
01:20.7,0.8263733,0.03883205,0.03824071,0.001263301,0.007395333,0.001251801,0.000042144
01:20.7,0.8254965,0.03904235,0.03618294,0.001239467,0.007528694,0.001301965,0.000041237
01:20.8,0.825646,0.04035412,0.03433926,0.001207036,0.007478458,0.001306247,0.00004208
01:20.8,0.8254493,0.04219151,0.0323124,0.001183737,0.007346026,0.00131095,0.00004102
01:20.9,0.8234553,0.04519844,0.03063856,0.00113668,0.007133189,0.001323095,0.000040028
01:20.9,0.824357,0.04719709,0.02872709,0.001118811,0.006925377,0.001290869,0.00003957
01:20.9,0.8240024,0.04990166,0.02771102,0.001086939,0.006562621,0.001270429,0.000039195
01:21.0,0.8216277,0.0539541,0.02718717,0.001032926,0.006202303,0.001233867,0.000040182
01:21.1,0.8203735,0.06080622,0.02594791,0.000971408,0.005908146,0.001176159,0.000039337
01:21.1,0.8188751,0.06812248,0.02512246,0.00091455,0.005555303,0.001125951,0.000039082
01:21.2,0.8184942,0.07657072,0.02393862,0.000865239,0.005275422,0.001067404,0.000037585
01:21.2,0.8069574,0.0862352,0.02309969,0.00083791,0.005000436,0.001032776,0.000036823
01:21.2,0.8015345,0.09037412,0.02221347,0.000817706,0.004845688,0.001011334,0.000036473
01:21.3,0.7984578,0.09294441,0.02177037,0.00079949,0.004715014,0.001011966,0.000035735
01:21.4,0.7940124,0.09664422,0.02092665,0.00078166,0.004625503,0.001004116,0.000034156
01:21.4,0.7858263,0.09933415,0.02052777,0.000772423,0.004552774,0.001010291,0.000032406
01:21.5,0.7862167,0.1032101,0.02013206,0.000734972,0.004434273,0.001013099,0.000031874
01:21.5,0.7846137,0.1087885,0.01935414,0.000710972,0.004358892,0.000993769,0.000030316
01:21.6,0.7741865,0.1204032,0.01906687,0.00066317,0.004184868,0.000968088,0.000029583
01:21.6,0.7698339,0.1281122,0.01826321,0.000626661,0.004072897,0.000943702,0.000028422
01:21.6,0.7651309,0.1309632,0.01814662,0.000590942,0.004021492,0.000954616,0.000028847
01:21.7,0.7635583,0.1270567,0.01852451,0.000565755,0.004077565,0.001016954,0.000029861
01:21.8,0.7487398,0.1339513,0.01812589,0.000538139,0.004091127,0.001030585,0.000029353
01:21.8,0.7388461,0.1360504,0.01821497,0.000511714,0.004099312,0.001086781,0.000029344
01:21.9,0.7268817,0.140084,0.01737418,0.000494226,0.004167036,0.001099522,0.000028303
01:21.9,0.716311,0.1438148,0.01662183,0.000478597,0.004320021,0.001100025,0.00002756
01:21.9,0.6352036,0.1964414,0.01591429,0.000428824,0.004658129,0.001001082,0.000024691
01:22.0,0.5758629,0.2310724,0.01583154,0.000394399,0.004936568,0.000930933,0.000022779
01:22.0,0.5337436,0.260371,0.01496959,0.000383773,0.005558111,0.000836383,0.000020759
01:22.1,0.5203821,0.2720345,0.01439585,0.00039373,0.005928409,0.00076055,0.000019462
01:22.2,0.4978047,0.2935532,0.01360328,0.000411075,0.006532317,0.000680655,0.00001765
01:22.2,0.4650233,0.3094135,0.01347323,0.000414548,0.007052609,0.000625863,0.00001616
01:22.3,0.4450227,0.319804,0.01355788,0.000425536,0.007441514,0.000580139,0.000014756
01:22.3,0.4492033,0.3172977,0.01376451,0.000445561,0.008061907,0.000544518,0.000013712
01:22.3,0.4612669,0.3105976,0.01406409,0.000465517,0.008806763,0.000518952,0.000012831
01:22.4,0.4726811,0.304735,0.01439823,0.000496495,0.009443719,0.000493697,0.000012145
01:22.4,0.4441797,0.3151183,0.01457653,0.000502037,0.01113725,0.000461004,0.000011684
01:22.5,0.4045706,0.3259493,0.01500991,0.000566289,0.01594166,0.000408042,0.000011259
01:22.6,0.3771694,0.3402748,0.01469982,0.000619786,0.02745577,0.000357492,0.000010974
01:22.6,0.3729138,0.3423523,0.01505144,0.00064048,0.031615,0.000322503,0.000011439
01:22.7,0.367906,0.3603142,0.01373642,0.000819961,0.03093975,0.000280369,0.000010955
01:22.7,0.3739525,0.3733915,0.01239459,0.001011068,0.02952149,0.000244068,0.00001052
01:22.7,0.378747,0.3859183,0.01116319,0.001216319,0.02792456,0.000212243,0.00001031
01:22.8,0.3866002,0.3971167,0.0101947,0.001324451,0.02612124,0.000185682,0.000010276
01:22.9,0.4052687,0.4013104,0.009389552,0.001421551,0.02405307,0.00016337,0.000010309
01:22.9,0.4280514,0.3983395,0.008607358,0.001562247,0.02210925,0.00014415,0.000010325
01:23.0,0.4584969,0.3880135,0.007978949,0.001724376,0.01996838,0.00012972,0.000010543
