Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted
02:45.2,0.5527439,0.2616218,0.01532402,0.000405826,0.002642718,0.000365636,0.000011547
02:45.2,0.509447,0.2904345,0.01729082,0.000385586,0.002473152,0.000381844,0.000011371
02:45.3,0.4849791,0.3073373,0.01899833,0.000375768,0.00237886,0.00039149,0.000011499
02:45.4,0.4767488,0.3209815,0.01871777,0.00038743,0.002371183,0.000375658,0.000011346
02:45.4,0.4812375,0.3279739,0.01893816,0.000403972,0.002329136,0.000370154,0.000011404
02:45.5,0.4850357,0.3409385,0.01800123,0.000455984,0.002351372,0.000346442,0.000011272
02:45.5,0.4986263,0.342526,0.01726943,0.000506171,0.00240717,0.000329672,0.000011027
02:45.5,0.5162202,0.3418816,0.01661137,0.000536848,0.002438482,0.000317884,0.000010838
02:45.6,0.5313038,0.3395233,0.01612477,0.000553604,0.002520588,0.000309866,0.000010569
02:45.7,0.5569398,0.3230921,0.01602413,0.000584501,0.002576262,0.000315009,0.000010699
02:45.7,0.5693855,0.3158726,0.01575812,0.000596769,0.002659804,0.000318466,0.000010589
02:45.8,0.5879992,0.3030675,0.01585723,0.000608836,0.002704424,0.000328156,0.00001073
02:45.8,0.584928,0.3024975,0.01580749,0.000611935,0.002692888,0.000338098,0.000010447
02:45.9,0.5924308,0.2973324,0.01584632,0.000615234,0.002705219,0.000348012,0.000010325
02:45.9,0.6030095,0.288918,0.01598152,0.000610172,0.002699486,0.0003651,0.000010484
02:46.0,0.6052573,0.286572,0.01608848,0.000588056,0.002693183,0.000383401,0.000010532
02:46.0,0.6122494,0.2778726,0.01603295,0.000578152,0.002760201,0.000403703,0.000010649
02:46.1,0.6184449,0.2744993,0.01573128,0.000559695,0.002808437,0.000406562,0.000010608
02:46.1,0.6211793,0.2699542,0.01555227,0.00053771,0.002835588,0.000418489,0.000010919
02:46.2,0.6310927,0.2618782,0.01542159,0.000521878,0.002856551,0.000429378,0.000011718
02:46.2,0.6366509,0.2568708,0.01528677,0.000505871,0.002894006,0.000444955,0.00001221
02:46.3,0.638682,0.2570505,0.01502853,0.000491722,0.002864035,0.000446451,0.000012903
02:46.3,0.6022395,0.2821864,0.01570847,0.000458921,0.002748594,0.000439596,0.000013829
02:46.4,0.5571,0.3044868,0.01738183,0.000426365,0.002603174,0.000458037,0.000014523
02:46.4,0.5355868,0.3128588,0.01963486,0.000407159,0.002508892,0.000472326,0.000015818
02:46.5,0.5562033,0.3071958,0.01898123,0.000430038,0.002557528,0.000447106,0.000016345
02:46.5,0.5847676,0.2949009,0.01843963,0.000460815,0.002651826,0.000421107,0.000016778
02:46.6,0.5766619,0.2882478,0.01875429,0.000461707,0.002773984,0.000408526,0.000015951
02:46.6,0.5921886,0.2735666,0.01918587,0.000474758,0.002900333,0.000397049,0.000015793
02:46.6,0.6333676,0.2497114,0.01899749,0.000619305,0.003088581,0.000364954,0.000016046
02:46.7,0.6780286,0.2209198,0.01857204,0.000802622,0.003505563,0.00033608,0.000015921
02:46.8,0.7164147,0.1954661,0.0185867,0.0008994,0.003929708,0.000321267,0.000015526
02:46.8,0.7495604,0.1727781,0.01917471,0.00097339,0.004379867,0.000310145,0.000014958
02:46.9,0.7785624,0.1532492,0.01932135,0.001021791,0.004906382,0.000301504,0.000014288
02:46.9,0.8011768,0.1383382,0.02034912,0.001032961,0.005131743,0.000294206,0.000013749
02:47.0,0.8213255,0.1242829,0.0217749,0.001046881,0.005386517,0.000286127,0.000013475
02:47.0,0.8382105,0.1133219,0.02332664,0.001040645,0.005507529,0.000281908,0.000013084
02:47.1,0.8537482,0.1033693,0.0245877,0.001036637,0.005618997,0.000276499,0.00001285
02:47.1,0.8668678,0.09515118,0.02641164,0.001031672,0.005729737,0.000271369,0.000012662
02:47.1,0.8786257,0.08642797,0.02901962,0.001034071,0.005850903,0.000271957,0.000012805
02:47.2,0.8875946,0.07888863,0.03267124,0.001038622,0.005892637,0.000276198,0.000013289
02:47.3,0.8941759,0.07280415,0.03457519,0.001032349,0.005924339,0.000295536,0.000013094
02:47.3,0.8998464,0.06849787,0.03475942,0.001018755,0.005882054,0.000319411,0.000012814
02:47.4,0.9033311,0.06435741,0.03583227,0.000991519,0.005795079,0.00036932,0.000012716
02:47.4,0.9062274,0.06098253,0.03545099,0.000975129,0.005682512,0.000419532,0.000012827
02:47.5,0.9072588,0.05816557,0.03553466,0.000943953,0.005529391,0.000499131,0.000013275
02:47.5,0.9035564,0.05886573,0.03474775,0.000898152,0.005389618,0.000584441,0.000013483
02:47.6,0.8958742,0.06074966,0.03469964,0.000850013,0.00514624,0.000700329,0.000014283
02:47.6,0.8840209,0.06813268,0.03382456,0.000791023,0.004857443,0.000796175,0.000014985
02:47.6,0.8739361,0.07222974,0.03302229,0.000746814,0.004624184,0.000880215,0.000016701
02:47.7,0.8580787,0.08219522,0.03203203,0.000696178,0.004380689,0.000958338,0.000017583
02:47.7,0.842994,0.0884432,0.03231143,0.000653083,0.004107521,0.001044402,0.000020335
02:47.8,0.8148504,0.1041382,0.03134855,0.000609963,0.003862185,0.001087484,0.000022232
02:47.9,0.7892635,0.1171004,0.0307181,0.000570427,0.003637819,0.001144801,0.000024099
02:47.9,0.7701759,0.1228495,0.03036324,0.000547464,0.003479965,0.001217398,0.00002627
02:48.0,0.7518774,0.1286801,0.03029632,0.000522886,0.003308675,0.001278572,0.000028699
02:48.0,0.73916,0.1340186,0.03006097,0.000497146,0.003187805,0.001316072,0.000031194
02:48.0,0.7267737,0.1357718,0.03063656,0.000477184,0.003097716,0.001375152,0.000033716
02:48.1,0.7149714,0.149873,0.0292454,0.000452742,0.00299052,0.001335094,0.000034696
02:48.2,0.7087405,0.1517277,0.02922382,0.000437165,0.002925994,0.001329118,0.00003688
02:48.2,0.7185293,0.1539669,0.02818108,0.000419996,0.002961539,0.001255568,0.000037626
02:48.3,0.730419,0.1478008,0.02816002,0.000406892,0.003068007,0.001201245,0.000040185
02:48.3,0.7488513,0.1417837,0.02739195,0.00040764,0.003148884,0.001114389,0.0000409
02:48.3,0.7663322,0.1344716,0.02720075,0.00041182,0.003175207,0.001033605,0.000043139
02:48.4,0.7816964,0.1257488,0.02795144,0.000427741,0.003151939,0.000950917,0.000047414
02:48.5,0.7946144,0.1231273,0.02810655,0.000431147,0.00307676,0.000876555,0.000048292
02:48.5,0.8049603,0.1176243,0.03047063,0.000436443,0.00297173,0.000812293,0.000055239
02:48.6,0.8146111,0.1115185,0.03303514,0.000456219,0.00290899,0.000760809,0.000060181
02:48.6,0.8237077,0.1064299,0.03571412,0.000474702,0.002866317,0.000713841,0.00006352
02:48.7,0.831208,0.1022073,0.0383326,0.000500809,0.002874445,0.000663111,0.000068274
02:48.7,0.8384969,0.1014383,0.03880575,0.000528466,0.002923559,0.000612098,0.000067662
02:48.7,0.8446579,0.09888615,0.03933086,0.000574941,0.002940641,0.000564245,0.000070847
02:48.8,0.8486726,0.09738199,0.04000844,0.000619791,0.002955313,0.000519651,0.000076703
02:48.8,0.8506848,0.1036397,0.03795501,0.000665049,0.003007959,0.000468001,0.000082962
02:48.9,0.8518329,0.1035163,0.03693351,0.000752983,0.003076024,0.000424237,0.000094396
02:48.9,0.8546212,0.1013023,0.03645685,0.000836357,0.00316581,0.000391072,0.000105916
02:49.0,0.8564919,0.1031592,0.03492899,0.000912582,0.00326803,0.00035731,0.000111757
02:49.0,0.8595057,0.09964343,0.03493772,0.000987023,0.003363347,0.000333746,0.000126546
02:49.1,0.8630099,0.09954599,0.03367947,0.001072446,0.003476402,0.000308995,0.000129825
02:49.1,0.8648096,0.09922487,0.03292879,0.001157775,0.003591276,0.000287543,0.000136687
02:49.2,0.8657448,0.09527162,0.03382931,0.00120195,0.00363533,0.000277231,0.000161423
02:49.3,0.8692017,0.09067004,0.0343921,0.001265103,0.003739524,0.000266676,0.000174961
02:49.3,0.8717672,0.08494349,0.03650487,0.001305398,0.003794696,0.000266607,0.000196387
02:49.3,0.8736294,0.08656431,0.03590025,0.001301501,0.003853698,0.000260631,0.000198096
02:49.4,0.8745757,0.08264102,0.03690234,0.001349795,0.003951407,0.000260617,0.000212233
02:49.5,0.8773088,0.07904679,0.0375241,0.00139915,0.004043315,0.000259603,0.000221026
02:49.5,0.8778749,0.07620095,0.03817452,0.001449103,0.00415233,0.000258525,0.000232216
02:49.5,0.8773998,0.07454561,0.03861952,0.001480706,0.004217445,0.000257187,0.000241695
02:49.6,0.8780758,0.07254092,0.03945118,0.001503158,0.004307083,0.000253434,0.00025003
02:49.7,0.876904,0.07041314,0.04029413,0.001552653,0.004378766,0.000254901,0.000253897
02:49.7,0.8766303,0.06764001,0.04101881,0.001611637,0.004543908,0.00025783,0.000258369
02:49.7,0.8792065,0.06497271,0.04135144,0.001630918,0.004707258,0.00026708,0.000256018
02:49.8,0.8815909,0.06214627,0.04174053,0.001674849,0.004854506,0.000273822,0.000256046
02:49.8,0.8838276,0.06197857,0.040452,0.001685575,0.005125794,0.000277598,0.00024659
02:49.9,0.8853313,0.05916698,0.04063145,0.00172439,0.005352468,0.000287871,0.000247348
02:49.9,0.8881793,0.05719001,0.04071589,0.001726218,0.005526507,0.000293556,0.000247539
02:50.0,0.8904494,0.05357732,0.0420675,0.001740816,0.005683078,0.000323616,0.000248992
02:50.0,0.8939593,0.05278007,0.04095756,0.001781116,0.005956503,0.000326566,0.000237382
02:50.1,0.8968785,0.05019342,0.04121519,0.001831629,0.006170025,0.000334198,0.000233767
02:50.1,0.8988259,0.05107066,0.0400243,0.001848036,0.006228811,0.000334291,0.000221534
02:50.2,0.8999547,0.04987984,0.04017464,0.001860737,0.006248757,0.000339728,0.000217189
02:50.2,0.9002573,0.0491245,0.04007072,0.001906255,0.006248062,0.000343892,0.000208913
02:50.3,0.9012049,0.04787404,0.04011333,0.001953002,0.006237901,0.000344964,0.000205652
02:50.4,0.9034932,0.04872163,0.03925348,0.001940064,0.006164869,0.000344218,0.000196777
02:50.4,0.9054736,0.04880273,0.03891334,0.001952275,0.006114088,0.000345494,0.000186976
02:50.5,0.9070408,0.04955496,0.03771554,0.001982294,0.006114824,0.00033783,0.000178284
02:50.5,0.9075565,0.0494162,0.03745003,0.002011244,0.006052322,0.000337661,0.000171327
02:50.5,0.9082662,0.04949759,0.03698974,0.002032222,0.005920773,0.000338633,0.000164301
02:50.6,0.9075027,0.0521808,0.03599402,0.002000496,0.005811339,0.000341379,0.00015302
02:50.6,0.9069792,0.05226491,0.03582325,0.001973816,0.005756555,0.000349499,0.000143443
02:50.7,0.9069473,0.05239152,0.03574119,0.001912534,0.00571755,0.000360455,0.000134286
02:50.7,0.9078901,0.05265486,0.0360402,0.001825524,0.005539102,0.000373473,0.00012792
02:50.8,0.9066746,0.05503377,0.03775136,0.001707001,0.005280309,0.000379986,0.000124181
02:50.8,0.9050533,0.05748775,0.03802021,0.001617149,0.005056845,0.000384199,0.000119763
02:50.9,0.9049101,0.05702736,0.03859207,0.001545472,0.00487639,0.000393015,0.000118495
02:50.9,0.9038983,0.05959968,0.03783579,0.001467666,0.004658835,0.000400333,0.000113588
02:51.0,0.9033688,0.059827,0.03806272,0.001395977,0.004462452,0.000413677,0.000110216
02:51.0,0.9031723,0.06089398,0.03833744,0.00131818,0.004226407,0.000426014,0.000107849
02:51.1,0.9036145,0.06201883,0.03814583,0.001243234,0.00403254,0.000452036,0.000104148
02:51.2,0.9047132,0.06351355,0.03800382,0.001169284,0.003848468,0.000463073,0.000102623
02:51.2,0.9038681,0.06438287,0.03897088,0.00110596,0.003664021,0.000482753,0.000104497
02:51.2,0.9021806,0.06440137,0.04083874,0.00103631,0.00348639,0.000535172,0.000106229
02:51.3,0.9016551,0.06383443,0.04207268,0.000972451,0.003369629,0.00058192,0.000106705
02:51.3,0.9000739,0.06350347,0.04293062,0.000922468,0.003235659,0.000635013,0.000107151
02:51.4,0.8961616,0.06458198,0.04414641,0.00087151,0.003064763,0.000706742,0.000107781
02:51.4,0.8924789,0.06516673,0.04467824,0.000842837,0.002911508,0.000752091,0.000108668
02:51.5,0.8887807,0.06924586,0.04386501,0.000795854,0.002785538,0.000784987,0.000106367
02:51.6,0.8876982,0.07008097,0.0440733,0.000749916,0.002673722,0.000817045,0.000105628
02:51.6,0.8874622,0.06804274,0.04594389,0.000714868,0.002568753,0.000889404,0.000105911
02:51.6,0.8882991,0.06590352,0.04784003,0.000685951,0.002489591,0.00093504,0.0001099
02:51.7,0.8867511,0.06755161,0.04846686,0.000654712,0.002464597,0.000941373,0.000107481
02:51.7,0.8865093,0.06567244,0.05019513,0.000630066,0.002457537,0.000965072,0.000109657
02:51.8,0.8889641,0.06344036,0.05209283,0.000607263,0.002428562,0.000986326,0.000114141
02:51.9,0.8904658,0.06100753,0.05367066,0.000594325,0.002442979,0.00101135,0.000115928
02:51.9,0.890887,0.0594349,0.05460808,0.000579742,0.002428098,0.001041021,0.000117501
02:52.0,0.8885558,0.06341366,0.05549833,0.000542562,0.002432009,0.001042262,0.000115594
02:52.0,0.8783042,0.07156273,0.05790006,0.000490077,0.002429042,0.001094024,0.000113293
02:52.0,0.8706057,0.07550811,0.06212072,0.000446376,0.002450087,0.001151191,0.00011855
02:52.1,0.8641468,0.08282162,0.0622085,0.000414468,0.002493667,0.001172354,0.000122108
02:52.1,0.8605235,0.09042717,0.06118412,0.000388746,0.002580255,0.001175704,0.00012308
02:52.2,0.860411,0.09022681,0.06252109,0.000373875,0.002722614,0.00121641,0.00012973
02:52.3,0.861641,0.09277978,0.06316477,0.000359098,0.002813583,0.001252323,0.000131601
02:52.3,0.862809,0.09118248,0.06645835,0.000349123,0.002905715,0.001303105,0.000139144
02:52.4,0.8675249,0.08641127,0.06918987,0.000348833,0.003015317,0.001344754,0.000148524
02:52.4,0.868988,0.08896411,0.06676015,0.000347093,0.003165787,0.001329966,0.000148026
02:52.5,0.8705945,0.08656599,0.06696896,0.000358316,0.003311781,0.00134188,0.000154802
02:52.5,0.8709055,0.09028458,0.06470366,0.000364013,0.0034429,0.001314844,0.000154395
02:52.5,0.8705348,0.08791289,0.06576081,0.000367974,0.00354891,0.001346236,0.000163093
02:52.6,0.8713504,0.08646824,0.06624647,0.000371275,0.003579541,0.001375104,0.000166112
02:52.7,0.874226,0.08762588,0.06434579,0.000372218,0.003640084,0.001343455,0.000163204
02:52.7,0.8741682,0.08767855,0.06457037,0.000371287,0.003685384,0.001334744,0.000165862
02:52.7,0.8744475,0.08511638,0.06761026,0.00036669,0.003644386,0.001350034,0.000176507
02:52.8,0.8587212,0.1005388,0.06753033,0.000336274,0.003692158,0.00136008,0.000174104
02:52.8,0.8543435,0.1115845,0.06315657,0.000341164,0.00377493,0.001280691,0.000165104
02:52.9,0.8557109,0.1123689,0.06160007,0.000351924,0.003882075,0.001225067,0.000161628
02:53.0,0.859624,0.109324,0.06001527,0.000375851,0.004036373,0.001195849,0.000156207
02:53.0,0.8629132,0.109464,0.05781272,0.000390377,0.004226789,0.001163914,0.00014754
02:53.1,0.8683361,0.1036333,0.05691822,0.000415864,0.00446007,0.001158196,0.000143356
02:53.1,0.8723108,0.09725496,0.05809886,0.00043041,0.00464888,0.00120211,0.000147065
02:53.2,0.8755044,0.09339351,0.05787306,0.000456056,0.004766048,0.001199438,0.000142206
02:53.2,0.8787497,0.08834467,0.05884029,0.000471757,0.004890318,0.00121436,0.000143649
02:53.2,0.8822258,0.08097688,0.0603759,0.000510347,0.005033408,0.001247152,0.00014858
02:53.3,0.8836023,0.07713603,0.05952743,0.000534885,0.005179803,0.001263573,0.000145719
02:53.3,0.8848317,0.07373019,0.05866678,0.000552877,0.00530828,0.001270304,0.000145584
02:53.4,0.8871855,0.0702567,0.0572344,0.000578319,0.005333376,0.001271157,0.000142346
02:53.5,0.8892523,0.06909955,0.0538535,0.000595109,0.005355575,0.001268853,0.000134264
02:53.5,0.888572,0.06659918,0.05234143,0.00061757,0.005347111,0.001283362,0.000131246
02:53.6,0.8882449,0.06369816,0.05116721,0.00063882,0.005353565,0.001317976,0.000128437
02:53.6,0.8887652,0.06057114,0.04984282,0.000659927,0.005306333,0.001344235,0.000126843
02:53.6,0.8886818,0.06053826,0.04715912,0.000669766,0.005312067,0.001326963,0.000122366
02:53.7,0.8890744,0.0593316,0.0456032,0.000670188,0.00524625,0.001342731,0.000119958
02:53.8,0.8872981,0.05873999,0.04348688,0.000688334,0.005176109,0.001356714,0.000118432
02:53.8,0.886122,0.05623316,0.0431904,0.000702164,0.005109954,0.0013925,0.000122804
02:53.8,0.8828878,0.05585441,0.04168438,0.000701792,0.005082107,0.001426097,0.000126729
02:53.9,0.8838416,0.05442207,0.04020537,0.000722802,0.005027619,0.00142048,0.000130572
02:53.9,0.8831766,0.0530206,0.03979534,0.000739357,0.004958321,0.001423352,0.000135417
02:54.0,0.8845582,0.05149293,0.03856283,0.00075947,0.005003666,0.001392106,0.000139883
02:54.0,0.8844422,0.04950272,0.03769654,0.000806735,0.005077804,0.001327473,0.000145822
02:54.1,0.8847746,0.04891496,0.03686205,0.000818391,0.005042662,0.00124225,0.00015235
02:54.1,0.8853366,0.04973447,0.03497364,0.000844746,0.005074502,0.001134064,0.000150116
02:54.2,0.8864177,0.04819868,0.03481803,0.000868072,0.005062789,0.001043705,0.000157581
02:54.3,0.8859183,0.04833513,0.03322811,0.000926905,0.005056059,0.000945496,0.000157699
02:54.3,0.8857243,0.04700637,0.03256535,0.000987362,0.005010257,0.000858219,0.000166396
02:54.4,0.8874918,0.04660232,0.03089281,0.001058994,0.004941238,0.000775285,0.000169143
02:54.4,0.8892352,0.04740017,0.02898662,0.001049986,0.004831458,0.000709142,0.000178511
02:54.4,0.8908914,0.04815099,0.02691632,0.001058881,0.004780092,0.000650949,0.000187902
02:54.5,0.8944319,0.04763863,0.02500928,0.001075955,0.004757734,0.000599637,0.00020136
02:54.6,0.8942619,0.04974193,0.02363026,0.001028809,0.004725376,0.000565507,0.000212028
02:54.6,0.8930033,0.049988,0.02171729,0.001024877,0.005047537,0.000529504,0.000246648
02:54.6,0.8908826,0.05046768,0.0202564,0.000994931,0.005434037,0.000506841,0.000292238
02:54.7,0.8891263,0.05251833,0.01897475,0.000952023,0.005811808,0.000482456,0.000327233
02:54.7,0.8878299,0.05383574,0.01780366,0.000931341,0.006252922,0.000456501,0.000345246
02:54.8,0.8876892,0.05551184,0.016879,0.000905165,0.006638259,0.000431915,0.000359237
02:54.8,0.8849448,0.05673309,0.01632134,0.000890482,0.006969303,0.000414501,0.000370292
02:54.9,0.8842126,0.05845223,0.01583864,0.000855489,0.007524672,0.000394214,0.000367778
02:54.9,0.8841798,0.05908043,0.01514983,0.000823331,0.008336987,0.000374854,0.000371679
02:55.0,0.8855138,0.05627889,0.0148311,0.000831489,0.009169324,0.000352854,0.000388999
02:55.1,0.8861189,0.05741747,0.01377483,0.000824513,0.01034943,0.000325486,0.000388814
02:55.1,0.8859138,0.05664344,0.01299188,0.000827353,0.01186871,0.000303265,0.000401138
02:55.1,0.8869224,0.05474208,0.0123493,0.000848818,0.01359609,0.000283457,0.000406507
02:55.2,0.8866366,0.05316629,0.01208244,0.000851809,0.01507678,0.00026998,0.000415451
02:55.2,0.8880482,0.05130451,0.01177436,0.000883007,0.01691799,0.000255282,0.000403973
02:55.3,0.888063,0.05044412,0.01121494,0.000928572,0.01875035,0.000239076,0.000381361
02:55.3,0.8885573,0.04748131,0.01095067,0.001002167,0.02048441,0.000226529,0.00037605
02:55.4,0.8907711,0.04477959,0.01072106,0.001083762,0.02183805,0.000215606,0.000363841
02:55.5,0.8910951,0.04259214,0.01011324,0.001191771,0.02417721,0.000205236,0.000361102
02:55.5,0.8910016,0.04104761,0.0094664,0.001263356,0.02613779,0.0001961,0.000368961
02:55.5,0.8823023,0.04393413,0.008872214,0.001180591,0.02801868,0.000182572,0.000406847
02:55.6,0.863304,0.05361329,0.008315969,0.001073478,0.02988906,0.000166424,0.000430142
02:55.7,0.8542649,0.06066176,0.007612965,0.001025414,0.03277906,0.000149899,0.000439753
02:55.7,0.851406,0.06321556,0.007006009,0.001043627,0.03559304,0.000137374,0.000437794
02:55.7,0.845966,0.06663091,0.006416835,0.001057151,0.03962488,0.000127921,0.000424725
02:55.8,0.8477079,0.06582654,0.006011801,0.001113195,0.04192953,0.000123892,0.000419923
02:55.8,0.8495036,0.06176809,0.005697713,0.001256619,0.04417428,0.000129614,0.000427345
02:55.9,0.8495354,0.06068227,0.005324716,0.001305974,0.04761313,0.000128851,0.000410846
02:55.9,0.8451585,0.0583333,0.005280414,0.001438879,0.04743906,0.000138951,0.000399873
02:56.0,0.8419423,0.05614964,0.005269959,0.001577667,0.04758416,0.000146234,0.000377511
02:56.0,0.8396297,0.0541543,0.005392494,0.001681099,0.04713679,0.000159224,0.000353916
02:56.1,0.8432003,0.05135724,0.005651823,0.001741547,0.04591365,0.000170132,0.000336566
02:56.1,0.840099,0.05492226,0.005648409,0.001693315,0.04415951,0.000178573,0.000305371
02:56.2,0.8397624,0.05497146,0.005907462,0.001693867,0.04201064,0.000189939,0.00028159
02:56.3,0.8404613,0.05467203,0.00623053,0.00169501,0.03946552,0.000201637,0.000259147
02:56.3,0.8410023,0.05532219,0.006479439,0.001665011,0.03725049,0.000209834,0.000235682
02:56.3,0.8422326,0.05495328,0.00710695,0.001628784,0.03496413,0.000222355,0.000217423
02:56.4,0.843012,0.05253191,0.008227304,0.001626269,0.03256955,0.000242434,0.000205816
02:56.5,0.8428749,0.05305469,0.008900777,0.00157932,0.0303031,0.000256972,0.000189791
02:56.5,0.8431703,0.05426911,0.009688124,0.001519628,0.02785623,0.000275511,0.000177047
02:56.5,0.829629,0.0673001,0.01048744,0.001382256,0.02518147,0.000282168,0.000163323
02:56.6,0.8059139,0.08068617,0.01155398,0.001248343,0.02297329,0.000298691,0.000150698
02:56.6,0.8004133,0.08886815,0.0124253,0.001164872,0.02126111,0.000295611,0.000143302
02:56.7,0.7997611,0.09375871,0.01285293,0.001125497,0.02000157,0.000290931,0.000135625
02:56.7,0.8079471,0.09035214,0.01366472,0.00111617,0.01933962,0.000300845,0.000130905
02:56.8,0.8173668,0.08667335,0.01440484,0.001128726,0.01868403,0.000308575,0.000126215
02:56.8,0.826967,0.08419858,0.01470054,0.001161539,0.01797936,0.000306926,0.000118955
02:56.9,0.8341419,0.0785423,0.01633993,0.001195117,0.01710769,0.000329492,0.00011878
02:57.0,0.8440403,0.07334237,0.01752339,0.001219985,0.01639987,0.000345993,0.000115476
02:57.0,0.8523201,0.06819485,0.01863073,0.001270601,0.01562458,0.000363729,0.000113058
02:57.1,0.859979,0.06494892,0.01955796,0.001277227,0.01471205,0.000379663,0.000108231
02:57.1,0.8657073,0.06055681,0.02162378,0.001303765,0.01383929,0.000405833,0.000106358
02:57.1,0.8707587,0.05680875,0.02386528,0.001297501,0.01295655,0.000443975,0.000104971
02:57.2,0.8757101,0.05340927,0.02608078,0.001291257,0.01205842,0.000485736,0.000104188
02:57.3,0.8796354,0.05120306,0.02741423,0.001287276,0.01124212,0.000524589,0.000100483
02:57.3,0.8839976,0.04816208,0.02883048,0.00129742,0.01055718,0.000555078,0.000100495
02:57.4,0.8865314,0.04733106,0.02969322,0.001281199,0.009803948,0.000583154,0.000099102
02:57.4,0.888025,0.04652895,0.03117228,0.001248355,0.009072998,0.000617837,0.000100671
02:57.4,0.8888215,0.04583608,0.03253594,0.001225455,0.008444662,0.000633276,0.000102308
02:57.5,0.8878991,0.04606457,0.03442081,0.001174729,0.007826598,0.000667471,0.000106431
02:57.5,0.8846593,0.0478162,0.03562238,0.001129869,0.007238055,0.000685883,0.000108675
02:57.6,0.878009,0.05119156,0.03731847,0.001073632,0.006590885,0.000697193,0.000116536
02:57.6,0.8688362,0.05616133,0.03917102,0.001017422,0.006005142,0.000707688,0.000121995
02:57.7,0.8429072,0.08269392,0.03797904,0.00093779,0.005445453,0.000683451,0.000121732
02:57.7,0.8192509,0.1069642,0.0371895,0.000884818,0.00491702,0.00065914,0.00012119
02:57.8,0.7865484,0.1449462,0.0361823,0.000809435,0.004473032,0.000656209,0.000119196
02:57.8,0.7636841,0.1703467,0.03587638,0.000750434,0.004064434,0.000676299,0.000117628
02:57.9,0.7385496,0.1897303,0.03721437,0.000698254,0.003697927,0.000702027,0.000122667
02:57.9,0.7237387,0.2024895,0.03870751,0.000654413,0.003381707,0.000715495,0.000127867
02:58.0,0.6949643,0.2320937,0.04349799,0.000604471,0.003088077,0.000719506,0.000123656
02:58.0,0.6888895,0.2367883,0.0493164,0.000564472,0.002845045,0.000740473,0.000123232
02:58.1,0.6900271,0.2397355,0.05555374,0.000525265,0.002627487,0.000770189,0.000120131
02:58.2,0.6971226,0.2355094,0.06150295,0.000496458,0.002473222,0.000762883,0.000123548
02:58.2,0.6993667,0.2449569,0.06499805,0.000468118,0.002343631,0.00073713,0.000118367
02:58.2,0.7075364,0.2400308,0.07265974,0.000438828,0.002249325,0.000737092,0.000123158
02:58.3,0.7186723,0.2315556,0.08209102,0.00041493,0.002167768,0.000728383,0.000132809
02:58.4,0.7304003,0.2271472,0.08814631,0.000388954,0.002104701,0.000727574,0.000138947
02:58.4,0.7429241,0.2210005,0.09268837,0.000373195,0.00203612,0.0007197,0.000140001
02:58.4,0.7565788,0.2131433,0.0962574,0.000361432,0.001997452,0.000704962,0.000139622
02:58.5,0.7641166,0.2114005,0.09891306,0.00034496,0.001920254,0.000719664,0.000130818
02:58.5,0.7724377,0.2038771,0.1050371,0.000330086,0.001847001,0.000747591,0.000126402
02:58.6,0.7706626,0.2086219,0.1133389,0.000309141,0.001773295,0.000761051,0.000118777
02:58.6,0.772499,0.2079546,0.1211624,0.000289016,0.001691283,0.000798094,0.00011364
02:58.7,0.7698655,0.2124807,0.1238785,0.000272088,0.00160575,0.000796839,0.000105792
02:58.7,0.7322519,0.1984418,0.1126573,0.000345469,0.001820122,0.00078391,0.000091829
02:58.8,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:58.8,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:58.9,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.0,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.0,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.0,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.1,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.2,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.2,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.2,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.3,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.4,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED,FIND_FAILED
02:59.4,0.6270975,0.1590843,0.01798592,0.00027722,0.226415,0.000227765,0.000031248
02:59.4,0.6118311,0.1466221,0.01578299,0.000298891,0.259891,0.000220593,0.000031434
