-0.05548,0.231467,0.301741,-0.294693,-0.315077,0.453599,-0.348851,-0.145272,0.12531,-0.317403,-0.416652,0.101595,-0.490986,-0.071415,0.306549,0.204652,-0.571284,-0.77049,0.028452,0.411645,0.445054,-0.467652,0.206665,0.263482,-0.302587,0.28345,-0.42275,0.069644,-0.215644,-0.367684,-0.836642,0.141327,-0.056162,-0.259189,-0.128781,-0.892421,-0.090715,-0.051463,0.177295,-0.713337,0.054037,0.50737,0.165281,-0.435606,-0.148807,0.327242,0.017174,0.055486,0.442978,0.109102
-0.978988,0.990274,-0.192758,-0.30483,-0.516627,0.865152,-0.819961,-0.033018,-0.538192,-0.297834,0.635138,-0.16216,-0.634945,-0.962724,0.358539,0.177101,0.333645,-0.16054,0.959996,0.266137,0.096542,0.440991,1.170621,-0.181548,1.014283,0.290854,-0.314116,0.678454,0.142732,-0.128852,0.392615,0.468209,-0.449189,0.084759,-0.26792,0.737214,-0.197706,0.564599,-0.734854,-0.085534,0.220882,-0.802475,-0.096462,-0.130452,0.926673,-0.179301,0.286556,0.587071,0.479496,-1.072192
-0.363302,0.269208,-0.291711,-0.124079,-0.223647,-0.028186,0.234145,-0.125439,0.31592,-0.246325,0.271266,0.302229,-0.307524,-0.358903,0.382031,-0.31994,-0.575461,-0.021882,0.795237,0.461887,0.31078,-0.131064,0.189001,0.086294,0.158587,0.642241,0.338984,-0.019549,-0.099505,-0.033039,0.195858,-0.027733,-0.334111,-0.153489,-0.031415,-0.669824,-0.228454,0.189489,0.209576,-0.246827,-0.463114,0.290403,0.181413,-0.270051,0.540736,-0.094743,0.357381,0.239105,0.744229,-0.194485
-0.453035,0.215854,0.407198,-0.022154,0.168364,-0.463999,0.578236,0.199618,-1.418841,-0.255141,0.27589,0.455098,-0.307317,-0.943677,0.631851,1.43596,-0.023249,-0.533681,1.240502,0.614159,1.063205,-0.070069,0.504737,0.315034,-0.217701,0.142361,-0.304034,-1.013477,0.540337,0.694201,-0.082956,1.098191,-0.300044,-0.378352,-0.720883,0.427703,-0.686496,0.428903,0.806516,-0.74855,-0.520502,-0.602824,0.079073,-0.275103,0.692337,0.025347,-0.187202,-0.279111,0.505704,-0.090881
-0.551323,0.083051,-0.286419,-0.138232,0.554794,-0.092924,-0.618997,0.191183,0.423471,-0.038908,0.290791,-0.001663,-0.495702,-0.429928,0.921044,-0.287192,-0.227727,-0.515106,-0.118188,-0.086094,0.129781,-0.302435,0.637377,-0.036923,0.178497,0.569433,-0.35272,0.212957,-0.005654,0.304919,0.216015,-0.111354,0.232986,-0.615453,-0.235786,0.017095,-0.248337,-0.184476,-0.310164,-0.144679,0.212146,-0.438019,-0.152226,-0.391372,0.638968,0.20895,-0.020053,-0.304037,-0.291667,0.033426
0.465459,0.112833,0.322823,0.277441,-0.155414,-0.092615,-0.509274,-0.268527,-0.100135,0.306134,0.391919,-0.059883,-0.459755,0.158863,0.416053,0.27413,0.026963,-0.107117,0.354919,0.410224,0.31434,-0.081061,0.333195,-0.613359,0.172811,0.101843,-0.357872,0.627234,0.063926,-0.350946,-0.179583,-0.709749,0.430785,0.141471,0.549889,-0.565424,0.282116,-0.957979,-0.127845,0.559919,-0.262961,-0.031916,-0.124236,0.025833,-0.09345,-0.055146,-0.231703,-0.492762,0.53679,0.082997
0.197582,0.339187,-0.076369,-0.001655,0.028967,0.200949,-0.118622,0.100617,-0.302174,0.264835,0.310571,0.52178,-0.159315,-0.722689,0.007046,-0.286952,0.3741,-0.220406,0.186513,-0.253002,0.196646,-0.103194,-0.235463,-0.13785,-0.481695,0.337966,-0.121722,0.238378,0.165866,-0.055966,0.361835,0.010632,-0.221661,-0.260401,0.197964,-0.642626,-0.004844,-0.085138,0.138708,-0.259532,0.262029,0.54814,-0.163511,0.002727,0.100215,0.040535,-0.48151,-0.070284,0.210232,0.478927
-1.286216,-0.087558,-0.704242,0.594407,-0.018309,-0.900109,0.044905,0.09644,0.933637,-0.077341,-0.928933,0.270743,0.11532,-0.595467,1.076982,1.444075,0.223939,0.101991,0.649264,-0.473533,1.236922,-0.475907,0.199471,0.57949,-0.263019,-0.318749,-0.94946,0.130139,0.096884,0.210402,0.520057,-0.377047,0.080254,-0.948452,0.219133,0.748305,0.503311,0.239644,-0.468984,0.134214,0.397221,-0.057494,0.383612,0.08321,-0.041611,0.031609,0.053401,0.056528,0.463158,-0.197132
0.128805,0.448164,0.426116,-0.118865,0.238132,0.629915,-0.443533,0.724391,-0.968884,-0.736088,0.992764,0.36535,-0.358268,-1.220307,-0.629385,0.363378,-0.222062,-0.403037,0.192134,0.485334,0.585868,0.592133,0.352757,0.116183,-0.496427,1.37959,-0.450242,0.560013,0.565553,0.795456,0.592401,0.940011,0.246875,0.640989,-0.918903,0.836811,-1.033817,1.696903,1.172712,-0.998431,0.003812,-0.388416,0.214182,0.185728,0.347092,-0.520713,-0.324597,0.047052,-0.461456,0.026346
-0.13294,0.523581,-0.130031,0.150461,-0.301989,1.042506,-0.765961,0.854607,0.467561,-0.977993,-0.509178,0.300099,-0.234612,0.584356,0.422868,-0.131951,0.565441,0.013982,0.077714,-0.825241,0.139526,-0.170678,0.414214,-0.059068,-0.225812,0.966864,-0.650732,0.562938,0.633358,-0.203892,0.68247,-0.003286,0.34939,0.134702,0.566354,2.272376,0.339171,0.52373,-0.380643,0.614702,0.08229,-0.099657,-0.634379,0.195238,-0.7752,-0.382691,-0.714803,-0.522409,-0.67259,0.513161
