0.1537,0.229311,0.2029,0.00956495,-0.0151928,0.0466475,0.00982703,0.0502805,-0.124328,0.206154,0.176434,-0.0419005,0.188944,0.0694592,0.00757268,0.0979353,0.0152909,-0.0689041,-0.0867063,-0.0964499,0.165258,-0.0526308,-0.0480093,0.137785,-0.00554588,0.119981,0.108753,0.0715511,0.0924325,0.00404654,-0.288395,0.148597,-0.0306095,0.065418,-0.161115,0.0378455,0.14198,-0.048904,-0.0701198,0.232755,-0.00157379,-0.112452,0.189084,-0.0660703,0.227068,0.0356852,0.0806648,-0.0768506,-0.126986,-0.10233
1.32225,1.824,-0.0665038,-0.288742,-0.0764762,0.833229,-0.682692,0.165445,-1.58483,-0.643525,-0.305079,-1.20851,2.71637,-2.3397,0.323415,0.309183,0.251063,-1.41444,-1.8168,-0.450471,3.30744,-2.92767,-1.24339,0.348691,-1.86889,0.0977832,-2.79881,0.590838,0.442124,1.01253,0.832376,-2.69177,2.38149,-1.55915,1.41897,-0.488335,1.84245,-2.12723,-1.0738,0.487496,0.371817,-1.48722,-0.879411,1.05841,0.122192,-0.393954,0.592293,1.77306,-0.441136,2.13346
0.194464,0.218913,0.014194,0.0430443,-0.120723,0.136553,0.0469799,0.223422,-0.00418318,0.168995,0.13371,-0.229563,0.177182,-0.0355524,0.0624471,0.183597,0.126363,0.0247813,0.0882279,-0.196687,0.335523,0.0608317,-0.105837,-0.0318535,0.0466371,0.0410902,-0.0443208,-0.159487,0.137768,0.00455755,-0.0372813,0.1265,0.224421,0.154066,-0.215656,0.0648973,0.250726,-0.305897,0.0805516,0.177056,0.163137,-0.122195,0.187144,-0.19088,0.273957,0.230199,0.131372,0.00582717,-0.277884,-0.165084
1.34951,0.263248,-0.328612,0.149497,-1.1612,0.158343,-0.76508,0.190354,-0.730758,1.03021,0.739167,-0.411242,1.20512,0.173028,0.305625,0.301163,-0.387943,0.717199,-0.541768,-0.0176124,0.864343,-0.790643,-0.916816,-0.0407182,0.398492,0.866792,-1.35735,0.471839,-0.95391,0.231122,1.06196,-1.20999,0.254596,0.464649,0.31418,0.483583,0.771076,-2.43296,-0.535741,-0.506494,0.506278,-0.521477,-0.354509,-0.602896,0.360892,-0.0314199,0.223537,0.627639,-0.674836,-0.752842
0.0646312,0.19286,0.179955,0.0338127,-0.290411,0.174555,-0.111927,-0.0968904,-0.027032,0.245094,-0.0256237,-0.0742048,0.0889566,-0.0426808,-0.0801034,0.393567,-0.110309,-0.372579,-0.172827,-0.0180899,0.138892,-0.233342,-0.354081,0.296531,0.0247602,0.229134,-0.108048,-0.0506009,0.349611,0.102257,-0.0371214,-0.0555034,-0.191218,-0.187678,-0.245882,0.103585,0.371218,-0.324355,0.160227,0.416707,0.150464,-0.161645,0.261284,-0.350774,0.0393196,0.50755,-0.0198495,-0.20914,-0.298155,-0.0854587
0.0626018,0.164908,-0.0161807,0.0573687,0.0199551,-0.0512378,0.0306971,-0.126715,-0.0771348,0.109691,-0.0036641,-0.159954,-0.0785272,-0.00524004,0.031774,-0.00974823,-0.0582506,-0.0528458,-0.0347553,-0.162813,0.106596,0.0182766,-0.0908613,-0.034966,0.091114,0.00896128,0.0628385,-0.0316722,0.111147,0.0529659,-0.102647,-0.186453,0.170366,0.0111656,-0.0729342,0.0944585,0.0661748,-0.0568211,0.00638857,0.188017,-0.00782961,0.0398461,0.168869,-0.0558595,0.119081,0.0233965,-0.00133874,-0.0260965,0.0812134,-0.0749619
0.0948941,0.14338,0.0365399,-0.0221071,-0.0112861,0.00242433,0.0223037,-0.068628,-0.00281641,0.143762,0.0764311,-0.0222813,0.0742441,-0.0575754,-0.051675,0.143747,-0.0671786,0.0618903,-0.0694145,-0.121355,0.18578,-0.0587819,0.0257516,0.0620246,-0.00807315,-0.0958744,0.0281608,0.0171349,0.125706,0.0195023,-0.128022,-0.12468,-0.0266993,-0.111822,-0.0702359,0.0717728,0.0182764,-0.0794257,0.0793902,0.0397041,0.0511945,-0.0488243,0.0450878,-0.0187919,0.161092,0.0335315,0.0209452,-0.122698,-0.0574113,-0.0255418
0.337828,0.113017,-0.389271,1.11473,0.762333,1.55257,1.65162,-1.42788,0.41964,-0.111818,0.334983,0.840406,0.839111,0.701368,-0.0792977,0.520334,-0.657571,-0.461137,-1.43381,-1.72772,-0.0234893,-1.10553,-0.540498,-0.280527,-0.310273,-0.301419,-0.796821,0.118042,-0.573654,0.903263,-0.201483,-1.39447,0.474869,0.249659,0.0508185,-2.26819,0.532083,-0.896321,0.681443,0.39749,-0.713278,1.46394,0.209788,-0.996809,-0.909422,1.55788,0.998001,0.869213,-0.531089,-0.608691
1.28395,1.75484,-1.46243,-1.03925,-0.98321,-1.36976,-1.08988,0.792246,0.501592,-0.132065,0.637261,-3.3419,3.92224,-1.24679,0.820197,4.02363,-4.07881,3.94678,0.37685,-0.943336,2.0058,-6.58841,-0.915849,0.461567,-1.69276,0.798685,-1.65766,-2.55418,2.48151,-0.0234526,1.82527,-2.1021,1.79719,-0.037373,1.51589,-1.92015,3.06316,-1.79416,-0.334042,-2.26005,1.08969,-3.59857,-1.45543,-0.0162291,-0.325076,1.15674,1.09627,-2.53154,0.234761,-0.815235
-2.28436,1.39789,3.59943,-2.21465,3.87833,1.23224,4.814,-1.08758,2.49734,-0.33781,0.125679,0.126785,2.26972,-2.6617,1.34786,4.00664,-4.63392,2.00069,0.683621,-0.379968,0.24393,0.867745,1.1421,-1.72621,-2.28053,-1.36091,-3.02787,-2.43677,3.95222,-2.68842,1.2278,-3.37358,2.37624,-6.46239,-4.79419,-4.28654,-3.06681,2.8992,2.50218,2.16021,0.410627,0.570617,-0.684254,-2.04014,-2.66809,3.47516,3.28398,-2.49639,-4.50977,1.12442
