0.572926,0.556638,-0.329315,-0.220136,0.639896,0.15039,-0.329794,-0.007169,0.583852,0.071361,0.294303,0.000394,0.049676,-0.455549,0.591424,0.065107,-0.181912,0.229427,-0.229931,-0.43297,0.006004,0.082877,0.177992,0.376582,0.046406
0.079104,0.067288,-0.050463,-0.092461,0.115251,-0.013761,-0.053078,-0.044579,0.074856,0.005248,0.116203,0.022518,-0.078499,-0.084736,0.206955,-0.004569,-0.071473,0.078437,-0.022374,-0.080455,0.003233,0.014589,0.030985,0.035764,0.004753
0.369444,0.289448,-0.199599,-0.266295,0.400055,0.060642,-0.232673,-0.095305,0.33649,0.028032,0.319775,-0.011298,-0.096918,-0.326198,0.541142,0.076839,-0.133872,0.212703,-0.258761,-0.172011,-0.018002,0.044604,0.137393,0.266486,0.036532
0.094097,0.070856,-0.074452,-0.052508,0.104688,0.042069,-0.046402,-0.005544,0.095668,0.046652,0.104921,0.031584,-0.007838,-0.115417,0.171761,0.025483,-0.046381,0.063787,-0.038745,-0.077265,-0.03124,0.000929,0.052957,0.080186,0.012509
0.646706,0.746782,-0.699382,-0.436358,1.584451,0.028285,-1.061212,0.134339,1.051826,0.287823,0.174996,-0.360352,0.173377,-0.171907,1.388684,0.047846,-0.419859,0.141706,-1.096958,-0.744739,0.268351,-0.118142,0.195756,1.032912,-0.106498
0.365486,0.329431,-0.368494,-0.366265,0.486761,0.038859,-0.309213,-0.0049,0.484841,0.157437,0.46081,-0.008087,-0.039737,-0.405005,0.719708,0.069332,-0.270157,0.309825,-0.266234,-0.396902,-0.096415,0.0732,0.233582,0.435617,0.088625
0.834301,0.425959,-0.445908,-0.719999,1.127067,0.442228,-0.431602,-0.169898,0.977371,0.118276,0.341803,0.17146,-0.539044,-0.517607,1.002514,-0.054161,-0.35823,0.629732,-0.575747,0.051101,-0.0565,-0.003213,-0.12918,0.463695,0.209747
0.461372,0.322505,-0.135508,-0.452074,0.365752,0.061621,-0.083275,-0.329351,0.225482,0.071004,0.863822,0.000603,-0.380388,-0.496644,0.963694,0.174069,-0.302505,0.498068,0.057896,-0.327036,-0.144863,0.109598,0.159192,0.266281,0.028569
0.176261,0.071945,-0.050489,-0.110189,0.077953,0.045462,-0.01613,-0.09311,0.129186,0.003419,0.232595,-0.009188,-0.087454,-0.166157,0.207635,0.050528,-0.078052,0.13487,-0.015427,-0.076775,-0.057728,0.039737,0.082293,0.090528,0.030255
0.580779,0.110455,-0.168681,-0.634467,0.438816,0.506251,0.139956,-0.186575,0.496293,0.075395,0.625057,0.240299,-0.40096,-0.508118,0.857892,-0.290751,-0.608056,0.735932,0.08498,0.220261,-0.357343,0.005014,0.057616,0.412749,0.256209
