0.834301,0.425959,-0.445908,-0.719999,1.127067,0.442228,-0.431602,-0.169898,0.977371,0.118276,0.341803,0.17146,-0.539044,-0.517607,1.002514,-0.054161,-0.35823,0.629732,-0.575747,0.051101,-0.0565,-0.003213,-0.12918,0.463695,0.209747
0.511052,0.531897,-0.263671,-0.379365,0.446335,0.019661,-0.418058,-0.211573,0.426383,0.048018,0.661703,-0.030458,-0.012184,-0.34627,0.964979,0.244984,-0.156377,0.113959,-0.336117,-0.442984,0.178201,0.033149,0.442468,0.320099,-0.166774
0.216279,0.151682,-0.255046,-0.300517,0.111381,0.184954,0.030672,0.048758,0.35176,0.076328,0.314163,0.091565,0.040004,-0.304373,0.511763,0.04339,-0.160456,0.150851,0.034045,-0.199635,-0.17352,0.164391,0.181237,0.258341,0.061347
0.264831,0.22275,-0.218742,-0.186974,0.374072,0.0942,-0.160655,-0.084881,0.299362,0.067326,0.287341,0.042913,-0.023212,-0.308998,0.445728,0.043234,-0.180234,0.200983,-0.180837,-0.155647,-0.065685,0.023715,0.114177,0.266023,0.013171
0.108004,0.016863,-0.017147,-0.041229,0.037634,0.027045,-0.0342,-0.094662,0.093719,0.043416,0.149618,0.056911,-0.080486,-0.173589,0.106045,0.045879,-0.077691,0.080929,-0.002751,0.03826,-0.003518,-0.01578,0.073991,0.065878,0.041727
0.49558,0.465141,-0.351731,-0.421268,0.967538,0.150648,-0.459207,-0.066144,0.62188,0.077287,0.330253,-0.061829,-0.273728,-0.281491,0.948784,-0.040626,-0.277278,0.434382,-0.299866,-0.417883,0.06948,0.022475,-0.025165,0.453167,0.031862
0.528442,0.23822,-0.098412,-0.089502,0.295434,-0.041192,-0.188394,-0.230055,0.199207,-0.054013,0.233444,-0.001078,-0.215395,-0.353725,0.189023,-0.048159,-0.088435,0.21785,-0.185433,-0.049335,-0.015351,0.008827,-0.001148,0.262735,0.098359
0.277296,0.309164,-0.284355,-0.293446,0.417856,0.170694,-0.155255,-0.013784,0.424394,0.040735,0.337679,-0.000266,-0.051085,-0.275388,0.602338,0.050576,-0.241644,0.268784,-0.06031,-0.352905,-0.105887,0.113528,0.103552,0.315363,0.015755
0.439049,1.079163,-0.533098,-0.232991,1.388136,0.325205,-0.654484,0.076343,0.962362,0.207112,0.080669,0.058092,-0.104877,-0.263827,1.073082,0.035563,-0.21502,0.287541,-0.144913,-0.996314,0.116062,0.100898,-0.197243,0.292371,0.006689
0.163691,0.145214,-0.108079,-0.158342,0.13291,0.081818,-0.08408,-0.055267,0.187755,0.086888,0.22579,0.001587,-0.036254,-0.201405,0.332868,0.04835,-0.113057,0.094705,-0.076623,-0.136045,-0.009794,0.044068,0.131115,0.171727,0.017127
0.531773,0.498819,-0.286796,-0.260244,0.525906,0.132611,-0.315938,-0.16971,0.539306,0.152354,0.439173,0.051743,-0.197499,-0.522355,0.702049,0.097437,-0.241571,0.414031,-0.047369,-0.33942,0.013083,0.084377,0.178624,0.377617,0.085494
0.228595,0.344747,-0.202208,-0.194794,0.623255,0.193492,-0.352121,-0.078925,0.454782,0.209284,0.027816,0.284269,0.013107,-0.207833,0.659309,-0.01797,-0.229383,0.101544,-0.24017,-0.193403,0.108989,-0.074075,-0.005115,0.260977,-0.139418
0.676677,0.987899,0.330693,0.063128,0.372073,-0.094542,-0.413658,-0.502843,-0.001095,0.600489,1.258049,0.305261,-0.376226,-0.792707,0.708317,0.891307,-0.324317,0.102672,-0.023696,-0.55801,0.209374,-0.145538,0.292273,-0.484248,-0.287552
0.098897,0.13351,-0.124076,-0.071457,0.246533,0.069527,-0.147509,-0.020596,0.193141,0.044413,0.055548,0.008711,-0.000392,-0.110147,0.23629,-0.006024,-0.07983,0.091202,-0.052769,-0.137769,0.014907,0.03825,0.036057,0.138844,0.04155
1.773646,1.404995,-0.769006,-0.314045,1.343269,0.324511,-0.489424,0.462722,0.765174,-0.322102,0.522132,-0.386841,-0.191183,-0.979479,0.383607,0.412105,0.296291,0.602671,0.085475,-1.147847,0.333981,-0.233691,-0.005097,-0.072464,0.385201
0.318359,0.256843,-0.219689,-0.279929,0.3169,0.034075,-0.240739,-0.190585,0.400868,0.194585,0.478784,0.07742,-0.146542,-0.413863,0.627387,0.10732,-0.252314,0.207065,-0.186618,-0.206974,-0.02453,0.078237,0.232937,0.340235,0.065189
0.629767,0.632358,-0.46047,-0.403496,1.027196,0.299755,-0.556079,0.048921,0.607716,0.158464,0.531155,-0.209694,0.030467,-0.310528,1.083447,0.166428,-0.281782,0.405103,-0.350315,-0.737553,0.044677,-0.059602,0.283091,0.662753,-0.028793
0.219728,0.512327,0.204805,0.121055,0.860012,-0.179256,0.661166,-1.527067,0.748142,0.056364,1.126544,0.357177,0.810483,-1.100467,1.852684,0.269212,-1.751382,-0.311157,0.729864,0.078273,0.234566,0.784627,-0.385069,0.620969,-0.483306
